,rule,type,coef,support,importance,category
983,slope_zcd_M1_SME_RY_CNT_RAT > 0.14445,ZCD,0.8746139984475072,0.022222222222222223,0.12892295418857164,일식당
984,slope_zcd_M12_FME_1020_RAT > 0.04031,ZCD,-2.506485064109475,0.037037037037037035,0.47335615749715093,일식당
985,slope_zcd_RC_M1_SAA > 0.06438,ZCD,1.8889464146234394,0.05185185185185185,0.4188320181034633,일식당
986,slope_zcd_M12_MAL_30_RAT > 0.04698,ZCD,0.2796686518925452,0.022222222222222223,0.041224710397870665,일식당
987,slope_zcd_M1_SME_RY_SAA_RAT <= -0.05427,ZCD,2.3466048407611892,0.044444444444444446,0.4835892900645048,일식당
988,slope_zcd_M1_SME_RY_SAA_RAT > 0.11519,ZCD,1.5165523402450072,0.022222222222222223,0.22354822611235947,일식당
989,mean_zcd_RC_M1_AV_NP_AT <= -1.46061,ZCD,4.222518405822229,0.05925925925925926,0.9969758463009092,일식당
990,mean_zcd_M12_MAL_30_RAT <= -0.47681,ZCD,0.2596415472101937,0.037037037037037035,0.049033974657933334,일식당
991,slope_zcd_M1_SME_RY_SAA_RAT <= -0.05471,ZCD,1.8811906923245605,0.044444444444444446,0.3876765510643425,일식당
992,slope_zcd_M12_FME_30_RAT > 0.09442,ZCD,3.2012675923516394,0.007407407407407408,0.2744989002314854,일식당
993,slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT <= -0.00878,ZCD,1.423519970498752,0.0962962962962963,0.4199343369380566,일식당
994,mean_zcd_M12_FME_30_RAT > 0.47321,ZCD,3.3056307134725555,0.02962962962962963,0.5605136715676183,일식당
995,slope_zcd_RC_M1_UE_CUS_CN > 0.06001,ZCD,5.750076411285138,0.037037037037037035,1.0859167342886107,일식당
996,slope_zcd_RC_M1_UE_CUS_CN <= -0.09662,ZCD,1.281150272544667,0.022222222222222223,0.18884865573743198,일식당
997,slope_zcd_RC_M1_UE_CUS_CN <= -0.10628,ZCD,4.714866387866456,0.007407407407407408,0.4042853653658502,일식당
998,mean_zcd_M12_FME_50_RAT,ZCD,-0.7708403889654516,1.0,0.4080680076710941,중식당
999,mean_zcd_M12_MAL_30_RAT,ZCD,0.21030122832456508,1.0,0.13356094859553352,중식당
1000,mean_zcd_M12_SME_BZN_SAA_PCE_RT,ZCD,-0.0984602356115429,1.0,0.07632341875415621,중식당
1001,mean_zcd_M12_SME_RY_SAA_PCE_RT,ZCD,-4.849270935647788,1.0,3.6657468181835875,중식당
1002,mean_zcd_MCT_UE_CLN_NEW_RAT,ZCD,1.4902945705612392,1.0,0.3943925665935056,중식당
1003,mean_zcd_RC_M1_SAA,ZCD,-0.5272584819787948,1.0,0.4238677367975173,중식당
1004,slope_zcd_M12_FME_30_RAT,ZCD,-11.925879286805557,1.0,0.24632880664233117,중식당
1005,slope_zcd_M12_FME_40_RAT,ZCD,-5.101969628231616,1.0,0.12724946069206733,중식당
